ml,fold,groundtruth,predicted,TP,FP,dif,fileName
3_deformable_detr,fold_8,5,2,1,1,-3,20230512_151135_jpg.rf.3b3e99725d0ae8b34747d0ed51687a4a.jpg
3_deformable_detr,fold_8,2,1,0,1,-1,230512_145056_jpg.rf.cb3d61bce2d4e0686bc0310ab76413a2.jpg
3_deformable_detr,fold_8,25,11,10,1,-14,IMG_20230512_150208_jpg.rf.14a0d0d16b6d32327bcec6959b738634.jpg
3_deformable_detr,fold_8,30,21,19,2,-9,IMG_20230512_150210_524_jpg.rf.476d8805b0160b5143ad37609399dc72.jpg
3_deformable_detr,fold_8,1,0,0,0,-1,20230512_151455_jpg.rf.ea02e305291eae5ae85ae54d0ebfe26d.jpg
3_deformable_detr,fold_8,19,8,7,1,-11,IMG_20230512_150024_jpg.rf.5425ded2475701fa14408062843212ec.jpg
3_deformable_detr,fold_8,10,9,8,1,-1,20230512_153132_jpg.rf.cac6aa1f1a0f028046df980276b5e4e6.jpg
3_deformable_detr,fold_8,1,0,0,0,-1,MG_20230512_145316_jpg.rf.4d66c8eb78cdd81e04686ee0f7aa4fdf.jpg
3_deformable_detr,fold_8,12,8,8,0,-4,20230512_152311_jpg.rf.7f2da0009f2fa07600b981c50d8d6ebf.jpg
3_deformable_detr,fold_8,1,1,1,0,0,20230512_145036_jpg.rf.1ecc4ae3f81e22aac59d8b3b9c1034cd.jpg
3_deformable_detr,fold_8,1,1,1,0,0,IMG_4390_JPG.rf.2018de24c221ce01e2c3239735a272af.jpg
3_deformable_detr,fold_8,14,10,10,0,-4,IMG_20230512_145158_jpg.rf.6d28bd6cb232ef60feeaaa2d893d7326.jpg
3_deformable_detr,fold_8,4,5,3,2,1,IMG_20230512_150225_jpg.rf.5e6e4781174588e28c95f110bb49edf2.jpg
3_deformable_detr,fold_8,17,13,12,1,-4,20230512_151035_jpg.rf.7593703cffcf4a6285b53ddb6e104d39.jpg
3_deformable_detr,fold_8,5,4,4,0,-1,_20230512_150252_jpg.rf.c7786b04a48eca5fec5127b90d27efc6.jpg
3_deformable_detr,fold_8,10,8,7,1,-2,IMG_20230512_161908_jpg.rf.c3138f9567f619fcdc8eb8c700bfcff8.jpg
3_deformable_detr,fold_8,8,7,4,3,-1,20230512_150001_jpg.rf.74ea9697c92aedc234993b5551f7f1b4.jpg
3_deformable_detr,fold_8,5,7,5,2,2,IMG_20230512_151249_373_jpg.rf.f2dd29bba78783f6fbe29e66675bd321.jpg
3_deformable_detr,fold_8,3,2,2,0,-1,IMG_20230512_151542_635_jpg.rf.1e2c1e872c81db1f473f8c586f3ce9d9.jpg
3_deformable_detr,fold_8,3,1,1,0,-2,20230512_151619-0-_jpg.rf.5d6f8d7a8176754cc78ef08a707b7ea8.jpg
3_deformable_detr,fold_8,8,6,6,0,-2,IMG_20230512_145253_jpg.rf.7d0a492e681439db3a20eb64e356d8ff.jpg
3_deformable_detr,fold_8,2,2,2,0,0,20230512_151636_jpg.rf.0e80ecb006eb88d60de9b99c0fac2245.jpg
3_deformable_detr,fold_8,11,9,8,1,-2,IMG_3926_JPG.rf.769c3267365e5531dec34c648a73f597.jpg
3_deformable_detr,fold_8,13,11,9,2,-2,IMG_20230512_145120_jpg.rf.3ecb5837a329b79ac20997cfe24d3124.jpg
3_deformable_detr,fold_8,3,2,2,0,-1,230512_150054_jpg.rf.ec6dcd9709fc100d27b3f2f4937b7712.jpg
3_deformable_detr,fold_8,7,6,4,2,-1,IMG_20230512_150945_jpg.rf.26027cad843e4a3c904d281bd5e443ab.jpg
3_deformable_detr,fold_8,2,2,2,0,0,20230512_151755_jpg.rf.f2aa85c403e0f77cda500046a0fd667f.jpg
3_deformable_detr,fold_8,7,8,7,1,1,20230512_152237_jpg.rf.dceb042d25e3e44ad022b7c4330f1dcf.jpg
3_deformable_detr,fold_8,19,13,11,2,-6,20230512_153013_jpg.rf.ebf5724207d5fe9aba867759ed6ae350.jpg
3_deformable_detr,fold_8,3,2,2,0,-1,230512_150143_jpg.rf.b686af9ba8be8219e2e0a152ff0123f1.jpg
3_deformable_detr,fold_8,1,1,1,0,0,IMG_20230512_151231_jpg.rf.f19d35ba554c9c3e62efe863fb1dd098.jpg
3_deformable_detr,fold_8,1,1,1,0,0,20230512_151451-0-_jpg.rf.352f3ab1f1271f1dc2c7503413d5072b.jpg
3_deformable_detr,fold_8,13,10,10,0,-3,IMG_20230512_151640_056_jpg.rf.69bbb5903a2369e6d01c4fd2bef65e1f.jpg
3_deformable_detr,fold_8,5,0,0,0,-5,230512_150033_jpg.rf.ceea84e0a6184331d2af5a24cba9a7d0.jpg
3_deformable_detr,fold_8,11,10,10,0,-1,0053_jpg.rf.09112cd43c7e1f0da4351e79ab49af2f.jpg
3_deformable_detr,fold_8,12,9,9,0,-3,IMG_20230512_151339_jpg.rf.13ce8b9b66953b0f57413fa693a3dc35.jpg
3_deformable_detr,fold_8,2,3,2,1,1,IMG_20230512_151240_565_jpg.rf.fdf2f78ec041a34d2611406b29953d18.jpg
3_deformable_detr,fold_8,23,22,18,4,-1,IMG_20230512_150201_jpg.rf.81da174bcf14fd53b844cf7cae9f7a28.jpg
3_deformable_detr,fold_8,27,11,3,8,-16,20230512_153207_jpg.rf.81b28e88b96ae01a62cb2b2cdc468e08.jpg
3_deformable_detr,fold_8,3,2,2,0,-1,20230512_151625_jpg.rf.6d8f8d5fffad59d6ccff118606bdd771.jpg
3_deformable_detr,fold_8,8,7,6,1,-1,IMG_20230512_145440_jpg.rf.4fae61f59dfa2249c388f714b68ca784.jpg
3_deformable_detr,fold_8,2,1,1,0,-1,IMG_4191_JPG.rf.f40d8980877c6222a068ed1ef1102afa.jpg
3_deformable_detr,fold_8,1,2,1,1,1,20230512_153345_jpg.rf.7d2374802dfa67e187bded47020403c1.jpg
3_deformable_detr,fold_8,1,1,1,0,0,20230512_150733_jpg.rf.dfdc2eb0d94519616a7ec9cf127c8f8a.jpg
3_deformable_detr,fold_8,1,1,1,0,0,IMG_4028_JPG.rf.c7571b8910b4228b0179b0ffc703ee1e.jpg
3_deformable_detr,fold_8,9,8,6,2,-1,0230512_150115_jpg.rf.50a5de1d8e046395fd6c82509eb7d363.jpg
3_deformable_detr,fold_8,2,1,1,0,-1,20230512_145355_jpg.rf.67799c9783b1beeb42aebdae40eac27d.jpg
3_deformable_detr,fold_8,9,6,5,1,-3,IMG_3989_JPG.rf.51b8252c5f0a8196d379e91fcc91ad06.jpg
3_deformable_detr,fold_8,1,0,0,0,-1,20230512_145111_jpg.rf.ab829e89e439dc4aa65d413090f00b2d.jpg
3_deformable_detr,fold_8,5,4,4,0,-1,20230512_152259_jpg.rf.fef7e558f14c303ecfa184eb656375ce.jpg
3_deformable_detr,fold_8,1,1,1,0,0,IMG_20230512_151033_jpg.rf.4872ff92d415a45e16c1f52f8b7ae6db.jpg
3_deformable_detr,fold_8,32,16,16,0,-16,IMG_20230512_153350_jpg.rf.cc68f1c6759992fe198286f32b0171ec.jpg
3_deformable_detr,fold_8,2,1,1,0,-1,20230512_151506_jpg.rf.2d22a2b23e3853093943da42a80fc17b.jpg
3_deformable_detr,fold_8,1,1,1,0,0,IMG_4015_JPG.rf.8f40d2d78e19693b5d38d76ffd50d286.jpg
3_deformable_detr,fold_8,10,10,10,0,0,20230512_152217_jpg.rf.a3962f3838250709a368b8f241c7bcad.jpg
3_deformable_detr,fold_8,3,2,2,0,-1,230512_150048_jpg.rf.2a601f5dc5ab605aa2563bcbc35c41e1.jpg
3_deformable_detr,fold_8,14,10,9,1,-4,IMG_20230512_152954_jpg.rf.6f297f29021342f064430fb1e8d22587.jpg
3_deformable_detr,fold_8,2,2,2,0,0,IMG_4053_JPG.rf.307ece37dd62cbaea82bfd7b14f0ee36.jpg
3_deformable_detr,fold_8,17,13,13,0,-4,20230512_152942_jpg.rf.cc3d43f0d1f322fa8da500d78ce3a8be.jpg
3_deformable_detr,fold_8,3,1,1,0,-2,IMG_20230512_151637_jpg.rf.e79b46fd14d5a0af0846c34d1a920413.jpg
3_deformable_detr,fold_9,7,6,6,0,-1,20230512_152158_jpg.rf.02f9c3c00108d9da3f80f2943458d80a.jpg
3_deformable_detr,fold_9,4,3,3,0,-1,IMG_20230512_145312_784_jpg.rf.58023d0721ac49469db4e79c05fb5cba.jpg
3_deformable_detr,fold_9,25,19,17,2,-6,20230512_150144_jpg.rf.ecf1f47bccdedeca682aab00e68f4fbf.jpg
3_deformable_detr,fold_9,4,5,4,1,1,20230512_145408-0-_jpg.rf.7d30c64c68760c899eab7f27576adaec.jpg
3_deformable_detr,fold_9,17,8,8,0,-9,IMG_20230512_153014_136_jpg.rf.ac9f2fc67a44db81aef730e99a1dba0a.jpg
3_deformable_detr,fold_9,20,13,10,3,-7,20230512_153043_jpg.rf.5cddf43df464d99390a41596bf2ccdf2.jpg
3_deformable_detr,fold_9,8,5,5,0,-3,20230512_153242_jpg.rf.5d53d7e395b76d25f2510396dec3f47a.jpg
3_deformable_detr,fold_9,7,4,4,0,-3,20230512_151538_jpg.rf.d5df90d6db920f66f1d45e4cfa70a411.jpg
3_deformable_detr,fold_9,5,5,5,0,0,0050_jpg.rf.47c1ed097ad14e52c46f19b2b3e3f5a2.jpg
3_deformable_detr,fold_9,3,7,1,6,4,20230512_150109_jpg.rf.4d2c542089703d638847cefe3c0e0669.jpg
3_deformable_detr,fold_9,12,8,7,1,-4,IMG_20230512_151658_955_jpg.rf.6f77aded32a46d8083d7d4e54c112bb9.jpg
3_deformable_detr,fold_9,5,4,4,0,-1,IMG_20230512_145258_492_jpg.rf.3ae44ee592a82ee046166d1017a1f348.jpg
3_deformable_detr,fold_9,3,3,3,0,0,IMG_20230512_152403_jpg.rf.708a0e8a856b9c4ca92a84e1450a3e60.jpg
3_deformable_detr,fold_9,7,5,5,0,-2,20230512_151548_jpg.rf.de9bfd82e4ede57511bc911fc34f5695.jpg
3_deformable_detr,fold_9,1,2,1,1,1,IMG_20230512_151202_728_jpg.rf.1d8a1071a58b84a0628884454a63ef8a.jpg
3_deformable_detr,fold_9,11,9,8,1,-2,20230512_152251_jpg.rf.f4cd881ef463deae8c6458635e8849ac.jpg
3_deformable_detr,fold_9,4,1,1,0,-3,IMG_3835_JPG.rf.e405f9fb7ccfe92ed96a553465aa1ec9.jpg
3_deformable_detr,fold_9,18,10,9,1,-8,20230512_144934_jpg.rf.03898f9c31f25d3ec984bc32b412d5af.jpg
3_deformable_detr,fold_9,4,3,3,0,-1,IMG_3867_JPG.rf.ec5d38e5d6681088aaa0d2786eb3bb2b.jpg
3_deformable_detr,fold_9,13,6,6,0,-7,IMG_20230512_152345_469_jpg.rf.3dde8c68a98233421212da59bcbe366e.jpg
3_deformable_detr,fold_9,19,14,13,1,-5,IMG_20230512_152322_jpg.rf.190afc8c001b1a757ff0cc847eea784d.jpg
3_deformable_detr,fold_9,15,9,9,0,-6,0230512_145001_jpg.rf.da230b3dcac925c28f8c0273b5776c9a.jpg
3_deformable_detr,fold_9,8,10,8,2,2,20230512_151900_jpg.rf.1250b5103b69822786ae601e0a5c5f68.jpg
3_deformable_detr,fold_9,3,2,1,1,-1,IMG_20230512_145043_jpg.rf.3d90edfd5a365d1ec3876fca50ab884d.jpg
3_deformable_detr,fold_9,2,2,2,0,0,IMG_20230512_145345_250_jpg.rf.15fc60af583ce168515577f073866f5f.jpg
3_deformable_detr,fold_9,14,10,10,0,-4,20230512_152217_jpg.rf.2fdd5053b538b85b1941d0bb5e4261ca.jpg
3_deformable_detr,fold_9,5,0,0,0,-5,230512_150109_jpg.rf.fe44d8827f0b8ae246022ca47b5c4c2c.jpg
3_deformable_detr,fold_9,9,10,9,1,1,20230512_152318_jpg.rf.15ef28475daedc6fc4e098af4a1459e5.jpg
3_deformable_detr,fold_9,11,11,10,1,0,IMG_20230512_151554_209_jpg.rf.f15eb1b2793910f53035e241375725c8.jpg
3_deformable_detr,fold_9,1,1,1,0,0,20230512_151039_jpg.rf.12dc8e8ab83bd9d6e1e941c7a0c05874.jpg
3_deformable_detr,fold_9,1,1,1,0,0,IMG_3908_JPG.rf.04ee0448a5e502f1d8c821cea701a7e1.jpg
3_deformable_detr,fold_9,2,2,2,0,0,20230512_150227_jpg.rf.4d20daf17aea8771758821741496ecfd.jpg
3_deformable_detr,fold_9,1,1,1,0,0,20230512_153412_jpg.rf.86821476b6a03cfd46882b168695fa0b.jpg
3_deformable_detr,fold_9,11,1,1,0,-10,20230512_153437_jpg.rf.be3d60256eef37a332523d849f2754c6.jpg
3_deformable_detr,fold_9,1,1,1,0,0,20230512_150221_jpg.rf.16f1f40fdbd20de3345eed95661a9875.jpg
3_deformable_detr,fold_9,6,4,4,0,-2,20230512_145324_jpg.rf.20601749525cadde15c78b46cd0fd934.jpg
3_deformable_detr,fold_9,11,7,6,1,-4,IMG_20230512_151501_jpg.rf.050803adc8687422b6d0ca0c55649365.jpg
3_deformable_detr,fold_9,8,8,6,2,0,0041_jpg.rf.dc9ba1dc663668cabb27474922349a17.jpg
3_deformable_detr,fold_9,8,9,7,2,1,20230512_145208_jpg.rf.b8ad2aec57651698bef6edfad1ced014.jpg
3_deformable_detr,fold_9,1,1,1,0,0,20230512_151617_jpg.rf.f876cceb3568353e640a6506b3aa8b6a.jpg
3_deformable_detr,fold_9,16,11,11,0,-5,0043_jpg.rf.af436235ce1f5e4c84b661d4b30ac97f.jpg
3_deformable_detr,fold_9,6,6,6,0,0,IMG_4102_JPG.rf.988b30b26acf51017cd5b3ff16762a2b.jpg
3_deformable_detr,fold_9,5,4,4,0,-1,IMG_20230512_145425_638_jpg.rf.661f8dc69f407743144410705f4450c9.jpg
3_deformable_detr,fold_9,14,11,9,2,-3,20230512_151015_jpg.rf.3c8da9af03482ee1020db88de8cd53f5.jpg
3_deformable_detr,fold_9,6,4,3,1,-2,20230512_151814_jpg.rf.63e5823ef6a38da9206064b1975681af.jpg
3_deformable_detr,fold_9,6,5,5,0,-1,20230512_151556_jpg.rf.e585c8603435630ba81c916c0f5e3ad0.jpg
3_deformable_detr,fold_9,7,6,4,2,-1,20230512_150112_jpg.rf.91cd81f1887a38818d08e2f659a19d98.jpg
3_deformable_detr,fold_9,6,4,4,0,-2,20230512_144948_jpg.rf.f0802f30adda8942f990e793b5836607.jpg
3_deformable_detr,fold_9,1,1,1,0,0,20230512_145029_jpg.rf.d7839e9fea72e8e69ba8fd36d0e4fb46.jpg
3_deformable_detr,fold_9,18,14,13,1,-4,IMG_3904_JPG.rf.bd3a38163bc8779f0e934e0ae4ddadcf.jpg
3_deformable_detr,fold_9,1,2,1,1,1,IMG_20230512_153207_221_jpg.rf.1f2a32c755bbb2f6a4de873cb32a38fd.jpg
3_deformable_detr,fold_9,6,3,3,0,-3,IMG_20230512_150226_jpg.rf.0f75578652c746be4186e389de366a0e.jpg
3_deformable_detr,fold_9,2,0,0,0,-2,IMG_3906_JPG.rf.489fadb71a83983d81ed44a70d0060f4.jpg
3_deformable_detr,fold_9,7,8,6,2,1,20230512_150041_jpg.rf.77c6bf2c7e0b5d7af7cc6bad355e9df1.jpg
3_deformable_detr,fold_9,1,1,1,0,0,0230512_145030_jpg.rf.6c6efdb679aaba04919e4f2fbe75cc41.jpg
3_deformable_detr,fold_9,5,0,0,0,-5,230512_150321_jpg.rf.623a3367577becef7953f663a60a519b.jpg
3_deformable_detr,fold_9,5,1,1,0,-4,MG_20230512_145134_jpg.rf.23612ad15c705c682dff7447cb294722.jpg
3_deformable_detr,fold_9,27,3,2,1,-24,20230512_153521_jpg.rf.91f440ee7bd1d39009cef4ad201c6fc3.jpg
3_deformable_detr,fold_9,0,10,0,10,10,IMG_4213_JPG.rf.778fa8d9b6925e2bc9f653dd198513f2.jpg
3_deformable_detr,fold_9,6,6,6,0,0,20230512_152211_jpg.rf.f8ab5359b2be0312cf7788fc199a7cfb.jpg
3_deformable_detr,fold_9,3,2,2,0,-1,20230512_151750_jpg.rf.d25aa4eadcd0f88bad307f1be9834da7.jpg
3_deformable_detr,fold_9,14,11,8,3,-3,IMG_20230512_145200_jpg.rf.071fa9592bc47982ce5ace6be3fc1cac.jpg
3_deformable_detr,fold_9,11,6,5,1,-5,20230512_150021_jpg.rf.e7014c35e8c40fcb7fa7884ea70952ae.jpg
3_deformable_detr,fold_9,15,7,6,1,-8,IMG_20230512_150047_070_jpg.rf.473b1fece6373583075f5a81e7cd25b1.jpg
3_deformable_detr,fold_9,12,12,11,1,0,IMG_20230512_152350_jpg.rf.e5327c93655bbe8c35427b0ce8c7c897.jpg
3_deformable_detr,fold_9,7,6,5,1,-1,20230512_153033_jpg.rf.02462baf8941d1800bd6cd7071ac2700.jpg
3_deformable_detr,fold_9,5,3,3,0,-2,20230512_145350_jpg.rf.1ea30b4048e0f19948f3a1c49f936262.jpg
3_deformable_detr,fold_9,20,8,8,0,-12,20230512_153245_jpg.rf.9c9fb8ddd3ba260eca53499188a58fd5.jpg
3_deformable_detr,fold_9,2,2,2,0,0,20230512_151451_jpg.rf.0a8434d6a9efa22ee048c8273b62b68d.jpg
3_deformable_detr,fold_9,5,5,4,1,0,20230512_151436_jpg.rf.554d34d9ea0ee09cf2c15f0b2df8ebb2.jpg
3_deformable_detr,fold_9,6,5,5,0,-1,IMG_3910_JPG.rf.33d9bdf28a4dfeab746c5a00ebede622.jpg
3_deformable_detr,fold_9,1,1,1,0,0,20230512_145422_jpg.rf.855806965c417ddd5e1b836f01dc61f4.jpg
3_deformable_detr,fold_9,18,17,16,1,-1,IMG_4182_JPG.rf.9c42af3692f7bbaef5a89c980112be66.jpg
3_deformable_detr,fold_9,2,1,1,0,-1,20230512_151553_jpg.rf.eb27fb285f9f9e115b16ae58308b4a33.jpg
3_deformable_detr,fold_9,1,1,1,0,0,IMG_20230512_151942_jpg.rf.44e3a3ca4b79e01e3532e938c985d467.jpg
3_deformable_detr,fold_9,1,1,0,1,0,20230512_145026_jpg.rf.dbca47de186a8c26308fd5d82af2ccef.jpg
3_deformable_detr,fold_9,8,5,5,0,-3,IMG_20230512_151456_jpg.rf.85840748681315fe5ab4e0d0318d07ef.jpg
3_deformable_detr,fold_9,5,3,3,0,-2,20230512_145129_jpg.rf.5f78acb483122a7da1a71444f23c5e85.jpg
3_deformable_detr,fold_9,3,3,3,0,0,IMG_4049_JPG.rf.69a02eacb4e8dea786daf7ac53eff115.jpg
3_deformable_detr,fold_9,3,2,2,0,-1,20230512_151128_jpg.rf.a8a2c544627fbc40d82ac1408de83acf.jpg
3_deformable_detr,fold_9,1,1,1,0,0,0022_jpg.rf.392b7e000cd5e1b178fd42a324c62fa9.jpg
3_deformable_detr,fold_9,17,13,11,2,-4,IMG_4214_JPG.rf.342cb36b8889ed055af6630becc0a92b.jpg
3_deformable_detr,fold_9,4,3,3,0,-1,IMG_3992_JPG.rf.7e1e103b7399a2f459d53d6a310a7ee0.jpg
3_deformable_detr,fold_9,23,19,18,1,-4,IMG_20230512_152955_591_jpg.rf.0aef108570178c062fc410980092f3ee.jpg
3_deformable_detr,fold_9,32,16,16,0,-16,IMG_20230512_150325_jpg.rf.9a0b14f916539972a32ed40c795a77e2.jpg
3_deformable_detr,fold_9,2,2,1,1,0,20230512_150043_jpg.rf.c937683d3c7cefe87855391dceb56509.jpg
3_deformable_detr,fold_9,3,3,3,0,0,IMG_4038_JPG.rf.53f27c280fb9536f67b0f3bce749cded.jpg
3_deformable_detr,fold_9,1,1,1,0,0,IMG_4218_JPG.rf.776b234254cad41083ae7a7013512ded.jpg
3_deformable_detr,fold_9,3,4,3,1,1,20230512_152323_jpg.rf.f87e4ec47644402832bf9ed280233bd6.jpg
3_deformable_detr,fold_9,5,3,2,1,-2,20230512_151434_jpg.rf.6e770d46c3e9773c996335b4220cab85.jpg
3_deformable_detr,fold_9,10,7,6,1,-3,0230512_145012_jpg.rf.0f087c91d690727635837b56dc1725f3.jpg
3_deformable_detr,fold_9,1,1,1,0,0,20230512_151257_jpg.rf.0a6cd5b01b2f5eb142626849e1aa59dd.jpg
3_deformable_detr,fold_9,5,5,5,0,0,IMG_20230512_151930_jpg.rf.b1cb9853e8645a3ba38d93ab637f6627.jpg
3_deformable_detr,fold_9,14,12,12,0,-2,20230512_151038-0-_jpg.rf.b58c6345da65332e25d3fdda064694ee.jpg
3_deformable_detr,fold_9,1,1,1,0,0,20230512_145221_jpg.rf.29bff38b4873d27c522654186744b290.jpg
3_deformable_detr,fold_9,15,12,12,0,-3,IMG_20230512_152316_jpg.rf.7f4d2253d0ea3147244a7a36b4392e3c.jpg
3_deformable_detr,fold_9,1,1,1,0,0,20230512_145046_jpg.rf.43cb9d49dc86e3ae870df966e6b2b7b1.jpg
3_deformable_detr,fold_9,6,4,4,0,-2,IMG_20230512_151246_jpg.rf.0cb0203d04b163b091b29c2f755a7f65.jpg
3_deformable_detr,fold_9,8,6,6,0,-2,20230512_150900_jpg.rf.7c05ba2842680f1a240b6f0a28f08dad.jpg
3_deformable_detr,fold_9,1,1,1,0,0,20230512_151614_jpg.rf.ceb493d7d9f840a198a0413f2b423ce2.jpg
3_deformable_detr,fold_9,1,1,1,0,0,IMG_20230512_151807_jpg.rf.c8207f2bdebe5ee316d9b9a0529d1efe.jpg
3_deformable_detr,fold_9,3,3,3,0,0,20230512_153403_jpg.rf.90c6c42ac826af51ce764bcff3b6923f.jpg
3_deformable_detr,fold_9,4,1,1,0,-3,IMG_20230512_145038_jpg.rf.3da21846aa05a88c16affc46ab268cfc.jpg
3_deformable_detr,fold_9,12,8,6,2,-4,IMG_20230512_151433_jpg.rf.d9b4366826ebd2bd7917e1cb46c50ed4.jpg
3_deformable_detr,fold_9,4,5,4,1,1,20230512_145336_jpg.rf.28de2a53875dce1e728e5a0c0cb97aad.jpg
3_deformable_detr,fold_9,2,2,2,0,0,20230512_145253_jpg.rf.c6fbf385d5f1b3ae20b0ef540f9e84b5.jpg
3_deformable_detr,fold_9,19,10,9,1,-9,20230512_153250_jpg.rf.b3c0a5af0f8dd45ec4fe90ed8e62c274.jpg
3_deformable_detr,fold_9,2,2,2,0,0,20230512_151637-0-_jpg.rf.57d42a7eaecae72323f8868de4088574.jpg
3_deformable_detr,fold_9,5,5,4,1,0,IMG_3982_JPG.rf.084073c997ce2761c02b36ef237261da.jpg
3_deformable_detr,fold_9,2,0,0,0,-2,20230512_145050_jpg.rf.ae125a7aa3a0b2c6f41bc879a36698ce.jpg
3_deformable_detr,fold_9,10,9,9,0,-1,20230512_151905-0-_jpg.rf.270832f78fc4546ac9758205aad2a837.jpg
3_deformable_detr,fold_9,2,2,2,0,0,20230512_150048_jpg.rf.bdbae272f798a54cd79cfc08bd2da41e.jpg
3_deformable_detr,fold_9,13,6,5,1,-7,20230512_145159_jpg.rf.a9f2125d1fdfa80946c0b272e36cb621.jpg
3_deformable_detr,fold_9,2,2,2,0,0,20230512_151541_jpg.rf.1a96f83831f9956a1c5cd8cb7987ee61.jpg
3_deformable_detr,fold_9,1,0,0,0,-1,20230512_151118_jpg.rf.2bf6dd63d6a65371da02c372efde8ba3.jpg
3_deformable_detr,fold_9,2,1,1,0,-1,IMG_3862_JPG.rf.a37466cc240bba5feaeef8019ddd0e55.jpg
3_deformable_detr,fold_9,4,2,1,1,-2,IMG_3843_JPG.rf.3b04ef87c1af95cd756b57595eb39e72.jpg
3_deformable_detr,fold_9,16,9,7,2,-7,IMG_20230512_145144_jpg.rf.4c14218fadac19f6b4d5270f23587de8.jpg
3_deformable_detr,fold_9,2,2,2,0,0,20230512_151759_jpg.rf.04ce83457ca436da1fc767b75f695b6b.jpg
3_deformable_detr,fold_9,1,1,1,0,0,IMG_20230512_145257_jpg.rf.453736b6f9bd9250f595d3afd851de1f.jpg
3_deformable_detr,fold_9,2,1,1,0,-1,230512_150129_jpg.rf.10e62e193f0a96333642eeae2d068d57.jpg
3_deformable_detr,fold_9,1,1,1,0,0,IMG_3932_JPG.rf.42e9d2a10f9734e5a4bc91d0d9eb642c.jpg
3_deformable_detr,fold_9,63,19,17,2,-44,0512_150200_jpg.rf.8539b7a73e953ce0ea7f67784fcb2b58.jpg
3_deformable_detr,fold_9,6,6,5,1,0,IMG_20230512_145254_217_jpg.rf.4e2eb97449efdb3bab4662c35a288482.jpg
3_deformable_detr,fold_9,4,4,3,1,0,20230512_150253_jpg.rf.a852fcb9c971bcf0f4b4b6c07b3a1e7e.jpg
3_deformable_detr,fold_9,15,11,10,1,-4,IMG_20230512_151900_jpg.rf.fad29398cd9611cef06c98d97c2dc00c.jpg
3_deformable_detr,fold_9,1,0,0,0,-1,IMG_3840_JPG.rf.263bceb78886d3833883706e095d5293.jpg
3_deformable_detr,fold_9,5,4,3,1,-1,IMG_20230512_150955_jpg.rf.2011788cab5844089b8e6b7902ac846b.jpg
3_deformable_detr,fold_9,2,2,2,0,0,20230512_151440_jpg.rf.386c9f0ed80e964393660a1d9c01d9ed.jpg
3_deformable_detr,fold_9,4,4,4,0,0,20230512_152247_jpg.rf.bdbffc243ed1383af5410f7bac53699a.jpg
3_deformable_detr,fold_9,19,14,12,2,-5,20230512_152211_jpg.rf.c54aefeead1c1b68600e1ae65c10b527.jpg
3_deformable_detr,fold_9,4,3,3,0,-1,20230512_152232_jpg.rf.01102a74dddfc813f9188dc90bff647f.jpg
3_deformable_detr,fold_9,3,0,0,0,-3,IMG_20230512_151701_jpg.rf.0d3314dfd579b4e13828bb386bfee49b.jpg
3_deformable_detr,fold_9,10,9,9,0,-1,IMG_20230512_152339_jpg.rf.4d50232667e59a45a8f02b1dc00c36ea.jpg
3_deformable_detr,fold_9,5,6,5,1,1,IMG_20230512_153347_022_jpg.rf.eca10caf5bcd60d00f0f197496dabd1c.jpg
3_deformable_detr,fold_9,12,13,11,2,1,IMG_20230512_152353_jpg.rf.74eba0461c089d0aea3691aee4afbac9.jpg
3_deformable_detr,fold_9,2,1,1,0,-1,20230512_150825_jpg.rf.04725a59554eac4f344acef56d3fb6fe.jpg
3_deformable_detr,fold_9,5,5,5,0,0,20230512_151056_jpg.rf.3214ae92a59425896458690934fb5d39.jpg
3_deformable_detr,fold_9,1,1,0,1,0,230512_150046_jpg.rf.a453bfc60f25c0a831415acaf760061b.jpg
3_deformable_detr,fold_9,6,4,4,0,-2,IMG_20230512_145419_jpg.rf.605cea1a83f727c0d545999a0d6e6e84.jpg
3_deformable_detr,fold_9,24,16,14,2,-8,0512_150049_jpg.rf.4c2d31120db48096f79c8d147d016509.jpg
3_deformable_detr,fold_9,1,0,0,0,-1,0052_jpg.rf.11b9f0f1317ccd80a627cd52e3e7c819.jpg
3_deformable_detr,fold_9,4,4,2,2,0,230512_150113_jpg.rf.491cf8e16672678e5500d8eb3e1bc404.jpg
3_deformable_detr,fold_9,11,8,4,4,-3,20230512_145204_jpg.rf.c52942b0bcdcd04cafca718031f2ab26.jpg
3_deformable_detr,fold_9,2,1,1,0,-1,IMG_20230512_150931_jpg.rf.2ce16e755fe6e9b894d7d449fafbd463.jpg
3_deformable_detr,fold_9,1,1,1,0,0,20230512_145348_jpg.rf.a9486de8293f423be4b7c903a6adf9d6.jpg
3_deformable_detr,fold_9,1,1,1,0,0,20230512_151644_jpg.rf.3bb96898f1cf4f86f3720f45fe4a4ce1.jpg
3_deformable_detr,fold_9,3,3,3,0,0,IMG_4093_JPG.rf.ebedb6000fb84b714cc74fef511c31aa.jpg
3_deformable_detr,fold_9,4,4,2,2,0,20230512_145002_jpg.rf.97109db1b99cc660d69da24c9747f303.jpg
3_deformable_detr,fold_9,2,2,2,0,0,20230512_151640_jpg.rf.f22b10e3e5f15d07706b85eb0b969f91.jpg
3_deformable_detr,fold_9,2,2,2,0,0,20230512_151631_jpg.rf.4e69595c48be79bb26b1487f3e19266e.jpg
